Rentabilidade,Teste,Estatística,Valor p
ROA,Teste t,-0.612156497265735,0.5432645639495237
ROA,Teste H,0.3274058783289225,0.5671906083065131
ROE,Teste t,-2.5568999472723917,0.013709010081330034
ROE,Teste H,4.958388420825218,0.025964394275916347
