Rentabilidade,Teste,Estatística,Valor p
ROA,Teste t,17.626873605113996,7.48441758622023e-23
ROA,Teste H,73.31173193475995,1.1070791196268465e-17
ROE,Teste t,1.5055445495545845,0.13860375245851095
ROE,Teste H,1.7887489198271833,0.1810786689138147
