Rentabilidade,Teste,Estatística,Valor p
ROA,Teste t,-0.24869668710528472,0.8072066110554924
ROA,Teste H,0.0,1.0
ROE,Teste t,-0.11607423626103204,0.9092422721518607
ROE,Teste H,1.334558823529413,0.2479958148314818
