Liquidez,Teste,Estatística,Valor p
Corrente,Teste t,-11.76063927374038,1.462927787602681e-24
Corrente,Teste H,33.429670658840166,7.388808510364246e-09
Seca,Teste t,-16.13273838027809,6.216574222223094e-38
Seca,Teste H,79.02474339583802,6.133688681559447e-19
Imediata,Teste t,-30.701140403858755,3.229729768262805e-77
Imediata,Teste H,125.20790606688917,4.583222315527161e-29
Geral,Teste t,-25.21274753020543,1.0047185521411416e-63
Geral,Teste H,127.48674808627838,1.4536829703192083e-29
