,ROA,ROE
mean,0.019019143161584998,0.051837098321674324
std,0.009202508726717207,0.2292687416947222
min,0.0077999905704821335,-0.2441129064384836
25%,0.011465308839466372,-0.031824195312749076
50%,0.0195779346308833,-0.02030984032736527
75%,0.025891980090966316,0.07509396029221578
max,0.031108518624950877,0.5314774923472811
