Liquidez,Teste,Estatística,Valor p
Corrente,Teste t,0.773509563324957,0.44014337952385163
Corrente,Teste H,14.857921709586467,0.00011592019155280178
Seca,Teste t,2.3849576513333535,0.018024731688538045
Seca,Teste H,18.24383954044932,1.9435351651512515e-05
Imediata,Teste t,-0.07978355976635582,0.9364899795481887
Imediata,Teste H,19.913901240873784,8.10091408276116e-06
Geral,Teste t,1.7346883618887137,0.08435220262091984
Geral,Teste H,8.758316248925363,0.0030819344921721456
