DT_REFER,Corrente,Seca,Imediata,Geral
2017Q1,1.9256096622263388,1.3589002223000375,0.607093531036904,1.4397922153384553
2017Q2,1.8860817998632895,1.3842387755883498,0.6638912314391443,1.4537172508483172
2017Q3,1.9412893383559093,1.4415750871953321,0.6743748289501624,1.5119115363843108
2017Q4,1.9147559648806016,1.429589413916226,0.6930795466078575,1.532905251702399
2018Q1,1.9837704055118672,1.4546458749102966,0.6863461188031914,1.5518122471997948
2018Q2,2.024722077360695,1.4726761280482936,0.6859632471136864,1.5784507801260867
2018Q3,2.383766817102733,1.7959564230933078,1.0376263577965477,1.6124334736925372
2018Q4,1.9593815742331722,1.3825128230542658,0.6964188598849904,1.4986715292006887
2019Q1,1.9476106305231176,1.376172851126248,0.6874385635026059,1.362808506685432
2019Q2,1.9000438355869085,1.3408762638039575,0.6250051998619709,1.3916338424838688
2019Q3,1.9863120903626763,1.4396685020331592,0.7381219358081026,1.468692328405747
2019Q4,1.8955257414092124,1.3987108695178643,0.703847923808462,1.4420571773150133
2020Q1,1.9096772032934584,1.4025696516290396,0.7824029657603125,1.4109028133473067
2020Q2,1.9338688043504562,1.4653727683799282,0.8587464278739583,1.4195724940418484
2020Q3,2.003836015484783,1.5381706597181641,0.889627876113055,1.5105105792547953
2020Q4,2.027095370708342,1.5829802306999559,0.8901187577757192,1.4831162871752421
2021Q1,1.874797030130173,1.3645861843581684,0.745869788250537,1.4112585394479675
2021Q2,2.055257525095472,1.4961583725313314,0.7962952032860772,1.50217742150246
2021Q3,1.942785270316124,1.4044769867207303,0.7074646262319252,1.4568667147397736
2021Q4,1.7668571102357602,1.2691860462369315,0.5989203496238216,1.3211761109441738
