Rentabilidade,Teste,Estatística,Valor p
ROA,Teste t,0.9630113844022067,0.3518816343671004
ROA,Teste H,0.7058823529411811,0.4008141693829329
ROE,Teste t,2.2688714460673296,0.03961720943716996
ROE,Teste H,3.1875,0.07420341132975534
