DT_REFER,RCT/CP,RCT/PT
2017Q1,2.0595380251112467,0.6700561830824592
2017Q2,2.050838965971737,0.6815568286004636
2017Q3,2.1999391416308622,0.6892558798844111
2017Q4,1.4572539656239687,0.6557416984962061
2018Q1,1.6046483162742617,0.6574114720905245
2018Q2,1.891715154167332,0.6695953346424555
2018Q3,-0.7170587552825564,0.6959918004032947
2018Q4,1.8307093046095058,0.7191664757315497
2019Q1,2.0834448649812054,0.7549502726884331
2019Q2,0.9125227238113122,0.7685945108375363
2019Q3,1.8270942753663277,0.7657087829818444
2019Q4,3.0007381254433607,0.7730204710236678
2020Q1,2.2130087255415023,0.78104144495025
2020Q2,1.131766740809202,0.797725412648298
2020Q3,0.9888673057058871,0.7865199508057269
2020Q4,2.4506372902642792,0.8153592199045121
2021Q1,1.5209430724739992,0.823629087276133
2021Q2,1.8120837594582322,0.8397624645100172
2021Q3,1.598325044750662,0.8529610777120485
2021Q4,1.6948008360782643,0.884643476091026
