,Corrente,Seca,Imediata,Geral
mean,1.5721086231654398,1.1660044322246423,0.6840382457127625,0.8123688073203953
std,0.2782772039290871,0.2530062494827263,0.20371984565178153,0.05407835494499531
min,1.245050274930736,0.8185189242562227,0.3973886463066541,0.7532454463853384
25%,1.301756566156591,0.9447082806006669,0.5460088551149759,0.7598134731056578
50%,1.6403578112485062,1.218384290121069,0.6280425343213951,0.7969281227860429
75%,1.8135496443146255,1.3801298691557917,0.8111421198437271,0.8534075447413304
max,1.9945973917687545,1.5265015342569443,0.9711888994262862,0.9039241623521864
