Endividamento,Teste,Estatística,Valor p
RCT/CP,Teste t,-1.4423773745225796,0.17119340007142383
RCT/CP,Teste H,0.04411764705882604,0.8336348830246775
RCT/PT,Teste t,1.2798489614594546,0.22140065396180822
RCT/PT,Teste H,2.82352941176471,0.09289194088370446
