Rentabilidade,Teste,Estatística,Valor p
ROA,Teste t,-1.9393401841818458,0.07288280525681656
ROA,Teste H,2.161764705882355,0.141482121482789
ROE,Teste t,-0.46581559224841723,0.6485117104256329
ROE,Teste H,0.0,1.0
