Liquidez,Teste,Estatística,Valor p
Corrente,Teste t,1.735796251374857,0.08415555532962236
Corrente,Teste H,0.46920870503404766,0.49335142661004305
Seca,Teste t,2.66054616870304,0.008441053239680148
Seca,Teste H,0.7889878524237142,0.3744063522445752
Imediata,Teste t,0.03261600620291787,0.9740136604235465
Imediata,Teste H,0.04121054439180155,0.8391320590478835
Geral,Teste t,16.63838541947514,1.8227437192404377e-39
Geral,Teste H,6.570920671915926,0.010365831442196514
