Liquidez,Teste,Estatística,Valor p
Corrente,Teste t,-4.411425093678563,0.0005052181927769477
Corrente,Teste H,8.067757327880024,0.004505985267541081
Seca,Teste t,-4.03954556086208,0.0010697730389554237
Seca,Teste H,8.62399454669393,0.003317635110487674
Imediata,Teste t,-5.92491199512506,2.7871040510380188e-05
Imediata,Teste H,11.034355828220853,0.0008943874895291841
Geral,Teste t,-6.393471145833433,1.2079256998908541e-05
Geral,Teste H,11.034355828220853,0.0008943874895291841
