Rentabilidade,Teste,Estatística,Valor p
ROA,Teste t,1.6840149943086948,0.11798893244215006
ROA,Teste H,1.6666666666666643,0.19670560245894353
ROE,Teste t,1.636566878910372,0.12765967670938377
ROE,Teste H,2.0166666666666657,0.1555803477921939
