Endividamento,Teste,Estatística,Valor p
RCT/CP,Teste t,5.580253663963005,1.0302982525333664e-06
RCT/CP,Teste H,26.876727835719677,2.1685445596970664e-07
RCT/PT,Teste t,-2.0481877569273683,0.04591940172981504
RCT/PT,Teste H,3.0662173255562877,0.07993527037572336
