Rentabilidade,Teste,Estatística,Valor p
ROA,Teste t,-0.30245088872889797,0.7635885514349685
ROA,Teste H,0.1236133646968101,0.7251480734646923
ROE,Teste t,-0.41518528437477176,0.6798186903880955
ROE,Teste H,1.11256701532032,0.291524616379794
