DT_REFER,Corrente,Seca,Imediata,Geral
2017Q1,1.9706932608982546,1.6909450589911392,0.7047570253656129,1.3699912468833553
2017Q2,1.766298685502343,1.5030285014664224,0.6346477133737954,1.2601374250232855
2017Q3,1.7326221567220914,1.4690502234050875,0.5726562923362554,1.2282270559371729
2017Q4,1.4300012561016617,1.19567420598357,0.5104357701201021,1.1177355753990459
2018Q1,1.8391265373068173,1.531114492719725,0.5999094275699949,1.2808311091428597
2018Q2,1.7863297286698758,1.4868314697071816,0.5861282055792233,1.2855469635394925
2018Q3,1.752292290385987,1.473437959144104,0.5708951194365867,1.263693701426156
2018Q4,1.8329918055785088,1.5619957538312967,0.7265082451902405,1.237297817729964
2019Q1,1.8143905534160338,1.4986807639245456,0.5832344626996896,1.1017880066351453
2019Q2,1.7757694025206245,1.475711166483956,0.5017334317572604,1.0734641455166338
2019Q3,1.7572350171776419,1.4905860727128037,0.5950700037837193,1.0572132183664429
2019Q4,1.7313561265754125,1.472490242817445,0.65962848994756,1.0156926022395474
2020Q1,1.6968742317764933,1.4218899343506755,0.6185381392212044,1.015152599505177
2020Q2,1.9866697362364407,1.6819057880541086,0.9906146750185688,1.0311773784523846
2020Q3,1.8814008175344983,1.6009079064954943,0.8158578365002416,1.0200292678382166
2020Q4,1.7172666523009894,1.4473862520546885,0.7220962426660246,0.9768045064820482
2021Q1,1.4543988630656566,1.1509245087988906,0.49392674783640883,0.879181683293999
2021Q2,1.6017561175201172,1.3205604113890534,0.6980360407935203,1.0550669682859777
2021Q3,1.376184103857704,1.115748538369477,0.49435361683062046,0.9136296871530917
2021Q4,1.289779352540126,1.0372918743296122,0.49820084650368496,0.8318559643985711
