Endividamento,Teste,Estatística,Valor p
RCT/CP,Teste t,-1.0967148455506133,0.29127270667976085
RCT/CP,Teste H,0.7058823529411811,0.4008141693829329
RCT/PT,Teste t,-2.638032174891558,0.019478858122030946
RCT/PT,Teste H,6.352941176470594,0.011718685599768571
