Liquidez,Teste,Estatística,Valor p
Corrente,Teste t,18.735790496520018,9.972937492666571e-46
Corrente,Teste H,101.56411301052201,6.918746402422204e-24
Seca,Teste t,19.38676372167939,1.2384626172776835e-47
Seca,Teste H,85.79327002898665,1.9976487782394494e-20
Imediata,Teste t,-11.344239331161582,2.6439078065764254e-23
Imediata,Teste H,20.998284323998735,4.5969484176344766e-06
Geral,Teste t,38.30218051896052,1.6928916407589359e-93
Geral,Teste H,145.27436836745804,1.8705856277087596e-33
