Liquidez,Teste,Estatística,Valor p
Corrente,Teste t,0.5190490662705838,0.6112997217524558
Corrente,Teste H,0.3916837082481241,0.531415698451328
Seca,Teste t,1.1458089759786108,0.2698259301123119
Seca,Teste H,1.2260395364689782,0.2681786387988126
Imediata,Teste t,-3.2470308590763985,0.005416158031643508
Imediata,Teste H,6.028220858895708,0.014078916927972853
Geral,Teste t,0.08752096211170451,0.9314151421359789
Geral,Teste H,0.18773006134969325,0.6648126209477461
