,Corrente,Seca,Imediata,Geral
mean,1.0169640410989726,0.8980932635655047,0.28187762604267025,0.8216085372336004
std,0.03565492110752211,0.03192715689240401,0.02424286527576037,0.015737694292760507
min,0.9223103365130194,0.836587031013946,0.22862253743713434,0.779136850445227
25%,0.9872833640673346,0.8732443499225664,0.26418953419632113,0.8132219056491754
50%,1.0207721298025283,0.8965930471764206,0.2826665111390306,0.8245115514488981
75%,1.0453934677980738,0.9184827046237132,0.298728694888098,0.8327406916311243
max,1.0831165081188807,0.9982770881851035,0.3397652343501221,0.845560446513983
