Endividamento,Teste,Estatística,Valor p
RCT/CP,Teste t,-1.233985606817396,0.2408300782833144
RCT/CP,Teste H,0.2666666666666728,0.605576616335342
RCT/PT,Teste t,-1.2683164463813976,0.22873879009478976
RCT/PT,Teste H,0.2666666666666728,0.605576616335342
