,RCT/CP,RCT/PT
mean,1.5916263946473144,0.4862003360408624
std,0.03840935711199602,0.004459379943221619
min,1.4985750034966978,0.474025308417408
25%,1.5716243089980835,0.48323749598802335
50%,1.5917879374761914,0.48650058685169967
75%,1.6144877001489508,0.4896996767270838
max,1.6893803425811635,0.49366777151759705
