Endividamento,Teste,Estatística,Valor p
RCT/CP,Teste t,-2.666819834510597,0.018414021698260508
RCT/CP,Teste H,8.647058823529413,0.0032758974829085945
RCT/PT,Teste t,-6.769368023849932,9.032255889744433e-06
RCT/PT,Teste H,10.599264705882355,0.0011313264268228347
