Rentabilidade,Teste,Estatística,Valor p
ROA,Teste t,9.803216377798561,3.877769782652932e-13
ROA,Teste H,51.604690914982854,6.787920666732485e-13
ROE,Teste t,11.197498507159416,4.129359321589961e-15
ROE,Teste H,53.70407508311231,2.330793084924095e-13
