Rentabilidade,Teste,Estatística,Valor p
ROA,Teste t,3.594390730704209,0.0029309235008301493
ROA,Teste H,8.040441176470594,0.004574439456210672
ROE,Teste t,0.08823963208438713,0.9309360139485506
ROE,Teste H,0.011029411764710062,0.9163591402734728
