Rentabilidade,Teste,Estatística,Valor p
ROA,Teste t,-0.4016667507687658,0.693993804378691
ROA,Teste H,0.2757352941176521,0.5995101785599999
ROE,Teste t,-0.903130369347162,0.38173354392138803
ROE,Teste H,0.5404411764705941,0.4622499461255404
