Endividamento,Teste,Estatística,Valor p
RCT/CP,Teste t,-3.3051479569291344,0.0017804342904474495
RCT/CP,Teste H,7.008104270806438,0.008114155379236949
RCT/PT,Teste t,-3.187391703444436,0.00250059953743915
RCT/PT,Teste H,7.950369774726638,0.004807755232306182
