Endividamento,Teste,Estatística,Valor p
RCT/CP,Teste t,-0.29010789038575413,0.7759863227190671
RCT/CP,Teste H,0.17647058823529704,0.6744240722352912
RCT/PT,Teste t,-4.6890626685295524,0.00034832382682097247
RCT/PT,Teste H,11.294117647058826,0.000777530446940383
