Endividamento,Teste,Estatística,Valor p
RCT/CP,Teste t,-1.9038052559093523,0.07769616279255831
RCT/CP,Teste H,1.588235294117652,0.2075784423356198
RCT/PT,Teste t,-1.969402369322442,0.06902375933164724
RCT/PT,Teste H,1.102941176470594,0.2936215439289016
