Endividamento,Teste,Estatística,Valor p
RCT/CP,Teste t,1.1795742148909631,0.25782654827874363
RCT/CP,Teste H,1.334558823529413,0.2479958148314818
RCT/PT,Teste t,-0.4320956021241722,0.6722528695823338
RCT/PT,Teste H,0.011029411764710062,0.9163591402734728
