,Corrente,Seca,Imediata,Geral
mean,2.432074184415679,2.1770589105778653,1.2582277563973872,1.319716583010662
std,0.1530589305845538,0.1452786491632824,0.13655775085724633,0.13270797719417793
min,2.048869094321292,1.810383188628284,0.9074121792569209,0.9956445954809582
25%,2.3255254177615123,2.0702873350854354,1.1600862791467401,1.213546890434392
50%,2.428365671339212,2.169740548707466,1.2522168473831177,1.3175626506247318
75%,2.535031471468366,2.27698235112871,1.3507697482616656,1.4048372368431774
max,2.936427011716125,2.6982309776649753,1.695668529487675,1.6815367965432066
