DT_REFER,RCT/CP,RCT/PT
2017Q1,0.7652705649638989,0.412491932384353
2017Q2,0.7796228252051545,0.4196089970170714
2017Q3,0.9074973209717705,0.45234781011407527
2017Q4,0.8644669308345441,0.4431535267916895
2018Q1,0.8379052696270244,0.43708766255414877
2018Q2,0.8460378173397587,0.4383449554639096
2018Q3,0.8547184962662431,0.44279447730113636
2018Q4,1.0055722097770252,0.4795304198911422
2019Q1,1.2696379685146422,0.521873962962811
2019Q2,1.224924784150508,0.5148503052300706
2019Q3,1.3448435221681847,0.538425198238682
2019Q4,1.479830264263388,0.5666722068108461
2020Q1,1.6276344224155876,0.5858387538675349
2020Q2,1.8516681598240636,0.6263842606303492
2020Q3,1.811504320166855,0.6249612567656503
2020Q4,2.1369812204354828,0.6536011051226427
2021Q1,2.262917037240586,0.6637991108601222
2021Q2,1.4068425340958124,0.5767779349611649
2021Q3,1.4612815455579318,0.5855577312678272
2021Q4,1.8241617258918523,0.6326834295925216
