Liquidez,Teste,Estatística,Valor p
Corrente,Teste t,-4.340968566622109,0.0008002408982614606
Corrente,Teste H,9.770920294176108,0.0017729368660968298
Seca,Teste t,-4.788285853764991,0.0003542061364112663
Seca,Teste H,9.770920294176108,0.0017729368660968298
Imediata,Teste t,-3.677496312797767,0.0027871381993037447
Imediata,Teste H,7.683860067581001,0.005571686269795847
Geral,Teste t,-3.512570363636783,0.0038208427137568167
Geral,Teste H,7.683860067581001,0.005571686269795847
