Endividamento,Teste,Estatística,Valor p
RCT/CP,Teste t,0.006197118951762102,0.9950806080864805
RCT/CP,Teste H,1.9392814579670024,0.16374657351219327
RCT/PT,Teste t,-25.23733412779654,9.797714931519766e-30
RCT/PT,Teste H,74.25965375498814,6.8489072105967904e-18
