,ROA,ROE
mean,0.006625274726670933,0.013859139737997763
std,0.01524481259135411,0.02821439352462677
min,-0.025472309110312535,-0.04896338665867592
25%,-0.003411692212389265,-0.004691005363303261
50%,0.006701911888803832,0.01654595651656055
75%,0.021314087834678884,0.03186099323026954
max,0.03147504348222819,0.11961817551065865
