Endividamento,Teste,Estatística,Valor p
RCT/CP,Teste t,-2.8707013799453627,0.01233560881706371
RCT/CP,Teste H,11.294117647058826,0.000777530446940383
RCT/PT,Teste t,-3.18653492859687,0.006594788909521328
RCT/PT,Teste H,8.647058823529413,0.0032758974829085945
