Rentabilidade,Teste,Estatística,Valor p
ROA,Teste t,0.7798311268866698,0.44847396396749406
ROA,Teste H,0.5404411764705941,0.4622499461255404
ROE,Teste t,0.9563198160384475,0.35513403668106314
ROE,Teste H,0.397058823529413,0.528612125255687
