Liquidez,Teste,Estatística,Valor p
Corrente,Teste t,-21.385820187994284,2.338922163024451e-53
Corrente,Teste H,127.25184074115258,1.6363402556926988e-29
Seca,Teste t,-22.01116731212815,4.176465682624364e-55
Seca,Teste H,127.06323035871421,1.7994801140811584e-29
Imediata,Teste t,-20.461694477130965,9.772113994395895e-51
Imediata,Teste H,131.5132079091509,1.911980160441338e-30
Geral,Teste t,5.177908703520466,5.495349809302546e-07
Geral,Teste H,9.590451417939963,0.001955918530795065
