,Corrente,Seca,Imediata,Geral
mean,2.1828686682695793,2.1697417577530755,1.6537136683531575,0.8972378446815492
std,0.15810942112173776,0.14070672488624808,0.14784138666859328,0.01771553643992607
min,1.6914639853213476,1.6850424079862028,1.1852226979888714,0.846060580224052
25%,2.1201537138782127,2.110964693651323,1.5439119610905079,0.8893883795810613
50%,2.249287105747305,2.22523514741777,1.684735633901997,0.8922599649732353
75%,2.2816456604981448,2.2557144278713954,1.7799442706114887,0.9000546137361136
max,2.529445720203676,2.4649487005458752,1.945257962211214,0.9678180390671599
