DT_REFER,Corrente,Seca,Imediata,Geral
2017Q1,1.4053494169666538,1.05999265753156,0.4989927424658026,0.9903130464647312
2017Q2,1.4345756051190233,1.0927646877637194,0.5060417484096884,1.0034932977926905
2017Q3,1.463348776590663,1.0925785718792274,0.5135218209576091,1.0397260767505005
2017Q4,1.4480974817587693,1.0892578500855123,0.47418710383668095,1.0295748783867658
2018Q1,1.4527822208272796,1.1154906089266836,0.45671549926816396,1.0491148556965093
2018Q2,1.5356697606223317,1.1286725127972133,0.47259113006199926,0.9687733978941555
2018Q3,1.5399043966994033,1.092137985929553,0.4150670095510214,0.9809688382102539
2018Q4,1.5317597218669798,1.1335568187246514,0.4447174840284816,0.9541000107815676
2019Q1,1.4713591054750947,1.0560419939169177,0.3956216325790074,0.9239324477154717
2019Q2,1.3923299028629605,0.9610259259384921,0.4057154117435022,0.9131094444389203
2019Q3,1.4974182879071738,1.032553584722689,0.4974598055542019,0.9417970379369439
2019Q4,1.3918495580909402,0.9990115437662359,0.4309081225638116,0.9061140071658133
2020Q1,1.4478800493204242,1.0478584877198711,0.4935440802608766,0.9109866720090913
2020Q2,1.4930436965299931,1.0949168079310119,0.5872840098406188,0.9325633865418943
2020Q3,1.4836120452302757,1.0523615255956262,0.577573396622157,0.9371548964468621
2020Q4,1.4490412057466688,1.046322309683241,0.5390872274602112,0.9460693532358857
2021Q1,1.4169617027271186,0.9613301264075816,0.43329555221026395,0.9340987714927902
2021Q2,1.4566348256979522,1.0192434693105807,0.4920006747120686,0.9706099890500465
2021Q3,1.5079219251776568,1.042576041977201,0.5278651001896497,0.9846500358496139
2021Q4,1.4375706959612289,1.0115210205060665,0.47931414121212695,0.9701637280142074
