Liquidez,Teste,Estatística,Valor p
Corrente,Teste t,0.18426451386264792,0.8562739547920588
Corrente,Teste H,0.11356509884117036,0.7361212634199767
Seca,Teste t,0.12027835372248595,0.9058589275159872
Seca,Teste H,0.057941376959778176,0.8097797706434783
Imediata,Teste t,-0.051416929329049434,0.959671764113437
Imediata,Teste H,0.057941376959778176,0.8097797706434783
Geral,Teste t,1.475019703619013,0.16088683943289572
Geral,Teste H,0.6698023176550779,0.41312053657701353
