Rentabilidade,Teste,Estatística,Valor p
ROA,Teste t,-0.010752565517660314,0.9915725829045638
ROA,Teste H,0.09926470588235503,0.75271380626305
ROE,Teste t,-0.4234063555232831,0.678431305281668
ROE,Teste H,0.397058823529413,0.528612125255687
