,Corrente,Seca,Imediata,Geral
mean,1.9077724574069972,1.6191486934105184,1.0579129409604862,1.0983835990162005
std,0.08143989588193183,0.07520440696476485,0.06892557754957905,0.021279593545656124
min,1.6385845850761402,1.3612578385240792,0.8003532257696727,1.033255802774308
25%,1.8545441904745248,1.56853093616904,1.013605545834531,1.0834218105894708
50%,1.9082286901546253,1.6204782003077074,1.0631078189498162,1.099086315220774
75%,1.9668099927467124,1.6710262388905686,1.1059553349674949,1.1135377769909818
max,2.148124989564591,1.8268043362500794,1.2386433750745975,1.1501450508642042
