Rentabilidade,Teste,Estatística,Valor p
ROA,Teste t,-2.4327042569978325,0.018683584260643395
ROA,Teste H,6.0911816807085515,0.013585819483767539
ROE,Teste t,-3.98046799716094,0.0002271465670175594
ROE,Teste H,14.692052686849294,0.0001265789618598506
