Liquidez,Teste,Estatística,Valor p
Corrente,Teste t,0.07900572783150574,0.9380724239397377
Corrente,Teste H,0.11356509884117036,0.7361212634199767
Seca,Teste t,0.12800246409611837,0.8998473727022618
Seca,Teste H,0.020858895705523843,0.8851640153055031
Imediata,Teste t,-0.042433076628059715,0.9667131514500108
Imediata,Teste H,0.28043626448533976,0.5964154160514572
Geral,Teste t,0.25847687764360994,0.7995519639458131
Geral,Teste H,0.0023176550783931193,0.9616030497099362
