Rentabilidade,Teste,Estatística,Valor p
ROA,Teste t,-12.504260497382537,7.320442174995289e-17
ROA,Teste H,67.07779932789245,2.6100110330767785e-16
ROE,Teste t,-2.837127128372372,0.006602732053025377
ROE,Teste H,5.98952257507023,0.014391096861068434
