Rentabilidade,Teste,Estatística,Valor p
ROA,Teste t,3.9566446359779692,0.0014329330558387238
ROA,Teste H,8.040441176470594,0.004574439456210672
ROE,Teste t,3.065453017709735,0.008388538938347212
ROE,Teste H,5.338235294117652,0.020862582332765417
