Rentabilidade,Teste,Estatística,Valor p
ROA,Teste t,-9.860125397532219,3.206583405208996e-13
ROA,Teste H,51.802357911413274,6.137805556275246e-13
ROE,Teste t,-12.299182049005076,1.3585046147312913e-16
ROE,Teste H,70.27529055951608,5.1579744557828845e-17
