Liquidez,Teste,Estatística,Valor p
Corrente,Teste t,0.9675522607036563,0.34861056497440535
Corrente,Teste H,0.18773006134969325,0.6648126209477461
Seca,Teste t,0.1891761012679502,0.8524907267799124
Seca,Teste H,0.28043626448533976,0.5964154160514572
Imediata,Teste t,-0.843949918034179,0.41195504756648205
Imediata,Teste H,2.5239263803681005,0.11213107560602814
Geral,Teste t,1.0831932162190154,0.29582794649244376
Geral,Teste H,0.3916837082481241,0.531415698451328
