,Corrente,Seca,Imediata,Geral
mean,1.6902305601379826,1.3432907615507361,0.91821307616781,0.8626581092973975
std,0.05120457773229886,0.048951586409166185,0.030920455424364866,0.012579296183606623
min,1.5264229178635853,1.1670654996226295,0.8364652668295325,0.8233787505377401
25%,1.654876686758005,1.3105213814176908,0.8970239296695219,0.8543632825802693
50%,1.687701083183058,1.3435425650197421,0.9189748321557716,0.8626302745277701
75%,1.7264567907582238,1.3783760791781496,0.9400409306306655,0.8709384611513512
max,1.869780951142849,1.5127913111073463,1.0011170849422504,0.9003031969275209
