,RCT/CP,RCT/PT
mean,5.145207516419385,0.7517122818444057
std,2.292767735203839,0.013766564939641669
min,3.9774736162428193,0.7367219901948384
25%,4.145308242417361,0.7414161474446243
50%,4.360857070418598,0.7496217731384
75%,4.6654270848393935,0.7585098826488589
max,10.77632282629636,0.7761216571436426
