Endividamento,Teste,Estatística,Valor p
RCT/CP,Teste t,-4.966802660399714,0.00020688092269233988
RCT/CP,Teste H,9.926470588235297,0.0016291862969701556
RCT/PT,Teste t,-5.963866173379741,3.463707038750537e-05
RCT/PT,Teste H,11.294117647058826,0.000777530446940383
